product_id,product_name,stock_quantity,warehouse_location,last_updated
561,Product_461,217,Mumbai,2026-04-03 11:59:51.997551
562,Product_462,277,Mumbai,2026-04-03 11:59:51.997552
563,Product_463,31,Mumbai,2026-04-03 11:59:51.997552
564,Product_464,49,Delhi,2026-04-03 11:59:51.997552
565,Product_465,345,Bangalore,2026-04-03 11:59:51.997553
566,Product_466,433,Mumbai,2026-04-03 11:59:51.997553
567,Product_467,369,Mumbai,2026-04-03 11:59:51.997554
568,Product_468,228,Delhi,2026-04-03 11:59:51.997554
569,Product_469,387,Bangalore,2026-04-03 11:59:51.997554
570,Product_470,85,Delhi,2026-04-03 11:59:51.997555
571,Product_471,305,Delhi,2026-04-03 11:59:51.997555
572,Product_472,249,Delhi,2026-04-03 11:59:51.997556
573,Product_473,110,Mumbai,2026-04-03 11:59:51.997556
574,Product_474,187,Bangalore,2026-04-03 11:59:51.997556
575,Product_475,203,Mumbai,2026-04-03 11:59:51.997557
576,Product_476,472,Pune,2026-04-03 11:59:51.997557
577,Product_477,333,Pune,2026-04-03 11:59:51.997557
578,Product_478,10,Delhi,2026-04-03 11:59:51.997558
579,Product_479,100,Pune,2026-04-03 11:59:51.997558
580,Product_480,323,Bangalore,2026-04-03 11:59:51.997559
581,Product_481,64,Delhi,2026-04-03 11:59:51.997559
582,Product_482,423,Delhi,2026-04-03 11:59:51.997559
583,Product_483,241,Bangalore,2026-04-03 11:59:51.997560
584,Product_484,179,Bangalore,2026-04-03 11:59:51.997560
585,Product_485,277,Mumbai,2026-04-03 11:59:51.997560
586,Product_486,254,Mumbai,2026-04-03 11:59:51.997561
587,Product_487,480,Delhi,2026-04-03 11:59:51.997561
588,Product_488,373,Mumbai,2026-04-03 11:59:51.997561
589,Product_489,335,Pune,2026-04-03 11:59:51.997562
590,Product_490,410,Pune,2026-04-03 11:59:51.997562
591,Product_491,379,Mumbai,2026-04-03 11:59:51.997563
592,Product_492,24,Bangalore,2026-04-03 11:59:51.997563
593,Product_493,327,Bangalore,2026-04-03 11:59:51.997563
594,Product_494,85,Delhi,2026-04-03 11:59:51.997564
595,Product_495,254,Mumbai,2026-04-03 11:59:51.997564
596,Product_496,150,Delhi,2026-04-03 11:59:51.997564
597,Product_497,24,Delhi,2026-04-03 11:59:51.997565
598,Product_498,140,Bangalore,2026-04-03 11:59:51.997565
599,Product_499,65,Pune,2026-04-03 11:59:51.997566
